t_s,x_m,y_m,z_m,vx_m_s,vy_m_s,vz_m_s,energy_J,status
11020.0,99999194152.91785,330599111.9224146,0.0,-146.25173229786532,29999.758236345868,0.0,-877172568.7866368,ok
11030.0,99999192689.73695,330899109.5025835,0.0,-146.38444709398016,29999.757797373157,0.0,-877172568.7866366,ok
11040.0,99999191225.22891,331199107.07836074,0.0,-146.51716189002835,29999.75735800228,0.0,-877172568.7866366,ok
11050.0,99999189759.39372,331499104.64974225,0.0,-146.64987668600986,29999.756918233237,0.0,-877172568.7866368,ok
11060.0,99999188292.23138,331799102.2167241,0.0,-146.78259148192464,29999.75647806603,0.0,-877172568.7866368,ok
11070.0,99999186823.7419,332099099.77930224,0.0,-146.9153062777726,29999.756037500654,0.0,-877172568.7866366,ok
11080.0,99999185353.92526,332399097.33747274,0.0,-147.0480210735537,29999.755596537118,0.0,-877172568.7866368,ok
11090.0,99999183882.78148,332699094.89123166,0.0,-147.1807358692679,29999.755155175415,0.0,-877172568.7866366,ok
11100.0,99999182410.31055,332999092.44057494,0.0,-147.31345066491508,29999.754713415547,0.0,-877172568.7866364,ok
11110.0,99999180936.51247,333299089.98549867,0.0,-147.44616546049522,29999.754271257512,0.0,-877172568.7866366,ok
11120.0,99999179461.38724,333599087.5259988,0.0,-147.57888025600826,29999.753828701312,0.0,-877172568.7866366,ok
11130.0,99999177984.93486,333899085.0620713,0.0,-147.71159505145414,29999.753385746946,0.0,-877172568.7866366,ok
11140.0,99999176507.15533,334199082.5937124,0.0,-147.8443098468328,29999.752942394414,0.0,-877172568.7866368,ok
11150.0,99999175028.04866,334499080.1209179,0.0,-147.97702464214416,29999.75249864372,0.0,-877172568.786637,ok
11160.0,99999173547.61484,334799077.64368397,0.0,-148.10973943738819,29999.75205449486,0.0,-877172568.7866366,ok
11170.0,99999172065.85387,335099075.1620065,0.0,-148.2424542325648,29999.751609947834,0.0,-877172568.7866366,ok
11180.0,99999170582.76575,335399072.67588156,0.0,-148.37516902767393,29999.751165002643,0.0,-877172568.7866367,ok
11190.0,99999169098.35048,335699070.1853052,0.0,-148.50788382271554,29999.750719659285,0.0,-877172568.7866368,ok
11200.0,99999167612.60806,335999067.6902734,0.0,-148.64059861768956,29999.75027391776,0.0,-877172568.7866368,ok
11210.0,99999166125.5385,336299065.1907822,0.0,-148.77331341259594,29999.749827778072,0.0,-877172568.7866371,ok
11220.0,99999164637.14178,336599062.6868276,0.0,-148.90602820743462,29999.749381240217,0.0,-877172568.7866372,ok
11230.0,99999163147.41792,336899060.17840564,0.0,-149.0387430022055,29999.7489343042,0.0,-877172568.7866373,ok
11240.0,99999161656.36691,337199057.6655123,0.0,-149.17145779690858,29999.748486970017,0.0,-877172568.7866373,ok
11250.0,99999160163.98875,337499055.1481437,0.0,-149.30417259154376,29999.748039237667,0.0,-877172568.7866373,ok
11260.0,99999158670.28345,337799052.62629575,0.0,-149.43688738611098,29999.747591107152,0.0,-877172568.7866373,ok
11270.0,99999157175.25099,338099050.0999645,0.0,-149.5696021806102,29999.74714257847,0.0,-877172568.7866375,ok
11280.0,99999155678.8914,338399047.569146,0.0,-149.70231697504133,29999.746693651625,0.0,-877172568.7866373,ok
11290.0,99999154181.20467,338699045.0338362,0.0,-149.83503176940434,29999.746244326612,0.0,-877172568.7866373,ok
11300.0,99999152682.19078,338999042.4940312,0.0,-149.96774656369914,29999.745794603434,0.0,-877172568.7866372,ok
11310.0,99999151181.84975,339299039.94972694,0.0,-150.1004613579257,29999.74534448209,0.0,-877172568.7866371,ok
11320.0,99999149680.18156,339599037.4009195,0.0,-150.23317615208393,29999.74489396258,0.0,-877172568.7866373,ok
11330.0,99999148177.18623,339899034.8476049,0.0,-150.3658909461738,29999.744443044907,0.0,-877172568.7866373,ok
11340.0,99999146672.86375,340199032.28977907,0.0,-150.49860574019525,29999.74399172907,0.0,-877172568.786637,ok
11350.0,99999145167.21413,340499029.7274381,0.0,-150.6313205341482,29999.743540015064,0.0,-877172568.7866368,ok
11360.0,99999143660.23735,340799027.160578,0.0,-150.76403532803258,29999.743087902894,0.0,-877172568.7866368,ok
11370.0,99999142151.93343,341099024.58919483,0.0,-150.89675012184836,29999.74263539256,0.0,-877172568.7866368,ok
11380.0,99999140642.30235,341399022.01328456,0.0,-151.02946491559544,29999.742182484057,0.0,-877172568.7866366,ok
11390.0,99999139131.34413,341699019.4328432,0.0,-151.1621797092738,29999.74172917739,0.0,-877172568.786637,ok
11400.0,99999137619.05876,341999016.8478668,0.0,-151.29489450288335,29999.741275472556,0.0,-877172568.786637,ok
11410.0,99999136105.44624,342299014.2583513,0.0,-151.42760929642404,29999.740821369556,0.0,-877172568.7866366,ok
11420.0,99999134590.50658,342599011.6642929,0.0,-151.56032408989583,29999.74036686839,0.0,-877172568.7866368,ok
11430.0,99999133074.23976,342899009.0656874,0.0,-151.69303888329864,29999.73991196906,0.0,-877172568.7866366,ok
11440.0,99999131556.6458,343199006.462531,0.0,-151.8257536766324,29999.739456671563,0.0,-877172568.7866368,ok
11450.0,99999130037.72469,343499003.85481954,0.0,-151.95846846989704,29999.7390009759,0.0,-877172568.7866368,ok
11460.0,99999128517.47643,343799001.2425492,0.0,-152.09118326309255,29999.73854488207,0.0,-877172568.7866371,ok
11470.0,99999126995.90102,344098998.62571585,0.0,-152.22389805621881,29999.738088390077,0.0,-877172568.786637,ok
11480.0,99999125472.99846,344398996.0043156,0.0,-152.35661284927582,29999.737631499916,0.0,-877172568.7866368,ok
11490.0,99999123948.76875,344698993.3783445,0.0,-152.48932764226348,29999.73717421159,0.0,-877172568.7866373,ok
11500.0,99999122423.2119,344998990.7477985,0.0,-152.62204243518173,29999.736716525098,0.0,-877172568.7866373,ok
11510.0,99999120896.3279,345298988.11267364,0.0,-152.7547572280305,29999.73625844044,0.0,-877172568.7866373,ok
11520.0,99999119368.11674,345598985.47296596,0.0,-152.88747202080978,29999.735799957616,0.0,-877172568.7866375,ok
11530.0,99999117838.57845,345898982.82867146,0.0,-153.02018681351947,29999.735341076626,0.0,-877172568.7866373,ok
11540.0,99999116307.713,346198980.17978615,0.0,-153.15290160615953,29999.73488179747,0.0,-877172568.7866375,ok
11550.0,99999114775.5204,346498977.5263061,0.0,-153.28561639872987,29999.73442212015,0.0,-877172568.7866378,ok
11560.0,99999113242.00066,346798974.86822724,0.0,-153.41833119123044,29999.733962044662,0.0,-877172568.786638,ok
11570.0,99999111707.15376,347098972.20554566,0.0,-153.5510459836612,29999.73350157101,0.0,-877172568.786638,ok
11580.0,99999110170.97974,347398969.53825736,0.0,-153.68376077602207,29999.73304069919,0.0,-877172568.786638,ok
11590.0,99999108633.47856,347698966.86635834,0.0,-153.816475568313,29999.732579429205,0.0,-877172568.786638,ok
11600.0,99999107094.65024,347998964.1898446,0.0,-153.94919036053392,29999.732117761054,0.0,-877172568.786638,ok
11610.0,99999105554.49477,348298961.50871223,0.0,-154.08190515268475,29999.731655694737,0.0,-877172568.7866379,ok
11620.0,99999104013.01215,348598958.8229572,0.0,-154.21461994476547,29999.731193230255,0.0,-877172568.7866381,ok
11630.0,99999102470.20238,348898956.1325755,0.0,-154.34733473677602,29999.730730367606,0.0,-877172568.786638,ok
11640.0,99999100926.06546,349198953.43756324,0.0,-154.4800495287163,29999.730267106792,0.0,-877172568.7866379,ok
11650.0,99999099380.6014,349498950.73791635,0.0,-154.61276432058628,29999.72980344781,0.0,-877172568.7866379,ok
11660.0,99999097833.81018,349798948.03363085,0.0,-154.74547911238588,29999.729339390666,0.0,-877172568.7866378,ok
11670.0,99999096285.69182,350098945.3247028,0.0,-154.87819390411505,29999.728874935354,0.0,-877172568.786638,ok
11680.0,99999094736.2463,350398942.6111282,0.0,-155.01090869577374,29999.728410081876,0.0,-877172568.786638,ok
11690.0,99999093185.47365,350698939.8929031,0.0,-155.14362348736188,29999.727944830232,0.0,-877172568.786638,ok
11700.0,99999091633.37384,350998937.1700235,0.0,-155.27633827887942,29999.727479180423,0.0,-877172568.786638,ok
11710.0,99999090079.94688,351298934.4424854,0.0,-155.40905307032628,29999.727013132448,0.0,-877172568.786638,ok
11720.0,99999088525.19278,351598931.7102848,0.0,-155.5417678617024,29999.726546686306,0.0,-877172568.7866383,ok
11730.0,99999086969.11153,351898928.9734178,0.0,-155.67448265300774,29999.726079842,0.0,-877172568.786638,ok
11740.0,99999085411.70312,352198926.23188037,0.0,-155.80719744424223,29999.725612599526,0.0,-877172568.786638,ok
11750.0,99999083852.96758,352498923.4856685,0.0,-155.9399122354058,29999.725144958888,0.0,-877172568.7866385,ok
11760.0,99999082292.90488,352798920.7347782,0.0,-156.07262702649842,29999.724676920083,0.0,-877172568.7866383,ok
11770.0,99999080731.51503,353098917.97920555,0.0,-156.20534181751998,29999.724208483112,0.0,-877172568.786638,ok
11780.0,99999079168.79803,353398915.2189465,0.0,-156.33805660847045,29999.723739647976,0.0,-877172568.786638,ok
11790.0,99999077604.75389,353698912.45399714,0.0,-156.47077139934976,29999.723270414674,0.0,-877172568.786638,ok
11800.0,99999076039.3826,353998909.6843535,0.0,-156.60348619015787,29999.722800783205,0.0,-877172568.786638,ok
11810.0,99999074472.68416,354298906.9100115,0.0,-156.7362009808947,29999.72233075357,0.0,-877172568.7866383,ok
11820.0,99999072904.65857,354598904.1309672,0.0,-156.86891577156018,29999.72186032577,0.0,-877172568.7866383,ok
11830.0,99999071335.30583,354898901.34721667,0.0,-157.00163056215428,29999.721389499802,0.0,-877172568.7866385,ok
11840.0,99999069764.62595,355198898.5587559,0.0,-157.13434535267692,29999.720918275667,0.0,-877172568.7866385,ok
11850.0,99999068192.61891,355498895.76558083,0.0,-157.26706014312805,29999.720446653366,0.0,-877172568.7866385,ok
11860.0,99999066619.28473,355798892.9676876,0.0,-157.3997749335076,29999.7199746329,0.0,-877172568.7866385,ok
11870.0,99999065044.62341,356098890.1650722,0.0,-157.5324897238155,29999.719502214266,0.0,-877172568.7866387,ok
11880.0,99999063468.63495,356398887.35773057,0.0,-157.6652045140517,29999.719029397467,0.0,-877172568.7866387,ok
11890.0,99999061891.31934,356698884.5456588,0.0,-157.79791930421615,29999.718556182503,0.0,-877172568.7866384,ok
11900.0,99999060312.67657,356998881.7288529,0.0,-157.93063409430877,29999.718082569372,0.0,-877172568.7866384,ok
11910.0,99999058732.70667,357298878.9073089,0.0,-158.0633488843295,29999.717608558076,0.0,-877172568.7866383,ok
11920.0,99999057151.4096,357598876.08102274,0.0,-158.19606367427832,29999.717134148614,0.0,-877172568.7866383,ok
11930.0,99999055568.7854,357898873.2499905,0.0,-158.32877846415514,29999.716659340982,0.0,-877172568.7866383,ok
11940.0,99999053984.83405,358198870.41420823,0.0,-158.4614932539599,29999.716184135184,0.0,-877172568.786638,ok
11950.0,99999052399.55554,358498867.5736719,0.0,-158.59420804369253,29999.71570853122,0.0,-877172568.786638,ok
11960.0,99999050812.94989,358798864.7283775,0.0,-158.72692283335297,29999.71523252909,0.0,-877172568.7866381,ok
11970.0,99999049225.01709,359098861.8783212,0.0,-158.8596376229412,29999.714756128797,0.0,-877172568.7866383,ok
11980.0,99999047635.75714,359398859.0234988,0.0,-158.9923524124571,29999.714279330336,0.0,-877172568.786638,ok
11990.0,99999046045.17004,359698856.16390646,0.0,-159.12506720190066,29999.71380213371,0.0,-877172568.7866379,ok
12000.0,99999044453.2558,359998853.29954016,0.0,-159.2577819912718,29999.713324538916,0.0,-877172568.786638,ok
12010.0,99999042860.0144,360298850.4303959,0.0,-159.39049678057043,29999.712846545954,0.0,-877172568.7866378,ok
12020.0,99999041265.44586,360598847.55646974,0.0,-159.52321156979653,29999.712368154826,0.0,-877172568.786638,ok
12030.0,99999039669.55017,360898844.6777577,0.0,-159.65592635895,29999.71188936553,0.0,-877172568.786638,ok
12040.0,99999038072.32733,361198841.79425573,0.0,-159.78864114803085,29999.71141017807,0.0,-877172568.7866383,ok
12050.0,99999036473.77734,361498838.9059599,0.0,-159.92135593703895,29999.710930592446,0.0,-877172568.7866381,ok
12060.0,99999034873.9002,361798836.01286626,0.0,-160.05407072597427,29999.710450608654,0.0,-877172568.7866381,ok
12070.0,99999033272.69592,362098833.11497074,0.0,-160.18678551483674,29999.709970226697,0.0,-877172568.7866381,ok
12080.0,99999031670.16449,362398830.2122694,0.0,-160.3195003036263,29999.70948944657,0.0,-877172568.7866383,ok
12090.0,99999030066.30591,362698827.3047583,0.0,-160.4522150923429,29999.709008268277,0.0,-877172568.7866381,ok
12100.0,99999028461.12018,362998824.39243346,0.0,-160.58492988098646,29999.70852669182,0.0,-877172568.7866383,ok
12110.0,99999026854.6073,363298821.47529083,0.0,-160.71764466955693,29999.708044717194,0.0,-877172568.7866383,ok
12120.0,99999025246.76727,363598818.5533265,0.0,-160.85035945805427,29999.707562344403,0.0,-877172568.7866385,ok
12130.0,99999023637.6001,363898815.6265364,0.0,-160.9830742464784,29999.707079573447,0.0,-877172568.7866383,ok
12140.0,99999022027.10577,364198812.69491667,0.0,-161.11578903482925,29999.70659640432,0.0,-877172568.7866385,ok
12150.0,99999020415.28432,364498809.7584632,0.0,-161.24850382310677,29999.70611283703,0.0,-877172568.7866384,ok
12160.0,99999018802.13571,364798806.81717205,0.0,-161.3812186113109,29999.705628871572,0.0,-877172568.7866385,ok
12170.0,99999017187.65996,365098803.8710393,0.0,-161.5139333994416,29999.70514450795,0.0,-877172568.7866384,ok
12180.0,99999015571.85706,365398800.9200609,0.0,-161.64664818749878,29999.70465974616,0.0,-877172568.7866384,ok
12190.0,99999013954.727,365698797.96423286,0.0,-161.7793629754824,29999.7041745862,0.0,-877172568.7866383,ok
12200.0,99999012336.2698,365998795.00355124,0.0,-161.91207776339238,29999.703689028076,0.0,-877172568.7866383,ok
12210.0,99999010716.48546,366298792.0380121,0.0,-162.04479255122865,29999.703203071786,0.0,-877172568.786638,ok
12220.0,99999009095.37396,366598789.06761134,0.0,-162.17750733899118,29999.70271671733,0.0,-877172568.7866379,ok
12230.0,99999007472.93532,366898786.09234506,0.0,-162.3102221266799,29999.702229964707,0.0,-877172568.786638,ok
12240.0,99999005849.16953,367198783.11220926,0.0,-162.44293691429473,29999.701742813915,0.0,-877172568.7866379,ok
12250.0,99999004224.07658,367498780.1272,0.0,-162.57565170183565,29999.701255264958,0.0,-877172568.786638,ok
12260.0,99999002597.6565,367798777.13731325,0.0,-162.70836648930256,29999.700767317834,0.0,-877172568.786638,ok
12270.0,99999000969.90926,368098774.14254504,0.0,-162.84108127669543,29999.700278972545,0.0,-877172568.7866377,ok
12280.0,99998999340.83487,368398771.1428914,0.0,-162.97379606401418,29999.699790229086,0.0,-877172568.7866378,ok
12290.0,99998997710.43333,368698768.13834834,0.0,-163.10651085125875,29999.69930108746,0.0,-877172568.786638,ok
12300.0,99998996078.70465,368998765.12891185,0.0,-163.23922563842908,29999.69881154767,0.0,-877172568.7866381,ok
12310.0,99998994445.64882,369298762.11457795,0.0,-163.3719404255251,29999.698321609714,0.0,-877172568.786638,ok
12320.0,99998992811.26584,369598759.0953427,0.0,-163.5046552125468,29999.69783127359,0.0,-877172568.786638,ok
12330.0,99998991175.55571,369898756.0712021,0.0,-163.63736999949407,29999.697340539296,0.0,-877172568.786638,ok
12340.0,99998989538.51843,370198753.04215217,0.0,-163.77008478636685,29999.69684940684,0.0,-877172568.7866383,ok
12350.0,99998987900.154,370498750.0081889,0.0,-163.9027995731651,29999.696357876215,0.0,-877172568.7866381,ok
12360.0,99998986260.46243,370798746.9693084,0.0,-164.03551435988877,29999.695865947422,0.0,-877172568.7866385,ok
12370.0,99998984619.44371,371098743.92550653,0.0,-164.16822914653775,29999.695373620463,0.0,-877172568.7866384,ok
12380.0,99998982977.09784,371398740.87677944,0.0,-164.30094393311202,29999.69488089534,0.0,-877172568.7866383,ok
12390.0,99998981333.42482,371698737.8231231,0.0,-164.43365871961151,29999.694387772048,0.0,-877172568.7866386,ok
12400.0,99998979688.42465,371998734.7645335,0.0,-164.56637350603617,29999.693894250588,0.0,-877172568.7866387,ok
12410.0,99998978042.09734,372298731.70100677,0.0,-164.6990882923859,29999.69340033096,0.0,-877172568.7866385,ok
12420.0,99998976394.44289,372598728.6325388,0.0,-164.8318030786607,29999.69290601317,0.0,-877172568.7866385,ok
12430.0,99998974745.46129,372898725.55912566,0.0,-164.96451786486045,29999.692411297212,0.0,-877172568.7866383,ok
12440.0,99998973095.15254,373198722.4807634,0.0,-165.09723265098515,29999.691916183085,0.0,-877172568.7866389,ok
12450.0,99998971443.51665,373498719.397448,0.0,-165.2299474370347,29999.69142067079,0.0,-877172568.7866386,ok
12460.0,99998969790.5536,373798716.3091755,0.0,-165.36266222300904,29999.690924760333,0.0,-877172568.7866383,ok
12470.0,99998968136.26341,374098713.2159419,0.0,-165.49537700890812,29999.690428451704,0.0,-877172568.7866383,ok
12480.0,99998966480.64607,374398710.1177432,0.0,-165.6280917947319,29999.68993174491,0.0,-877172568.7866383,ok
12490.0,99998964823.70158,374698707.0145754,0.0,-165.76080658048025,29999.68943463995,0.0,-877172568.7866383,ok
12500.0,99998963165.42995,374998703.90643466,0.0,-165.89352136615318,29999.688937136823,0.0,-877172568.7866383,ok
12510.0,99998961505.83116,375298700.79331684,0.0,-166.0262361517506,29999.688439235528,0.0,-877172568.786638,ok
12520.0,99998959844.90523,375598697.67521805,0.0,-166.15895093727244,29999.687940936066,0.0,-877172568.7866383,ok
12530.0,99998958182.65215,375898694.5521343,0.0,-166.29166572271868,29999.68744223844,0.0,-877172568.786638,ok
12540.0,99998956519.07191,376198691.42406154,0.0,-166.42438050808923,29999.686943142642,0.0,-877172568.786638,ok
12550.0,99998954854.16454,376498688.29099584,0.0,-166.55709529338404,29999.68644364868,0.0,-877172568.7866379,ok
12560.0,99998953187.93001,376798685.1529332,0.0,-166.68981007860302,29999.68594375655,0.0,-877172568.786638,ok
12570.0,99998951520.36833,377098682.00986964,0.0,-166.82252486374614,29999.685443466253,0.0,-877172568.786638,ok
12580.0,99998949851.4795,377398678.8618012,0.0,-166.95523964881332,29999.68494277779,0.0,-877172568.7866383,ok
12590.0,99998948181.26353,377698675.7087239,0.0,-167.08795443380453,29999.68444169116,0.0,-877172568.7866383,ok
12600.0,99998946509.72041,377998672.5506337,0.0,-167.22066921871968,29999.68394020636,0.0,-877172568.7866383,ok
12610.0,99998944836.85014,378298669.3875267,0.0,-167.35338400355872,29999.683438323395,0.0,-877172568.7866383,ok
12620.0,99998943162.65273,378598666.21939886,0.0,-167.48609878832158,29999.682936042263,0.0,-877172568.7866383,ok
12630.0,99998941487.12816,378898663.04624623,0.0,-167.61881357300823,29999.682433362963,0.0,-877172568.786638,ok
12640.0,99998939810.27644,379198659.8680648,0.0,-167.75152835761858,29999.681930285496,0.0,-877172568.7866383,ok
12650.0,99998938132.09758,379498656.68485063,0.0,-167.8842431421526,29999.681426809864,0.0,-877172568.7866381,ok
12660.0,99998936452.59157,379798653.4965997,0.0,-168.0169579266102,29999.680922936062,0.0,-877172568.7866386,ok
12670.0,99998934771.7584,380098650.303308,0.0,-168.14967271099133,29999.680418664095,0.0,-877172568.7866386,ok
12680.0,99998933089.59811,380398647.10497165,0.0,-168.28238749529592,29999.679913993958,0.0,-877172568.7866387,ok
12690.0,99998931406.11067,380698643.9015866,0.0,-168.41510227952392,29999.679408925655,0.0,-877172568.7866385,ok
12700.0,99998929721.29608,380998640.69314885,0.0,-168.54781706367527,29999.678903459186,0.0,-877172568.7866383,ok
12710.0,99998928035.15434,381298637.47965443,0.0,-168.6805318477499,29999.678397594547,0.0,-877172568.7866385,ok
12720.0,99998926347.68546,381598634.2610994,0.0,-168.81324663174777,29999.677891331743,0.0,-877172568.7866385,ok
12730.0,99998924658.88942,381898631.03747976,0.0,-168.9459614156688,29999.677384670773,0.0,-877172568.7866381,ok
12740.0,99998922968.76624,382198627.8087915,0.0,-169.07867619951293,29999.676877611633,0.0,-877172568.7866383,ok
12750.0,99998921277.3159,382498624.5750307,0.0,-169.2113909832801,29999.676370154328,0.0,-877172568.786638,ok
12760.0,99998919584.53842,382798621.33619326,0.0,-169.34410576697024,29999.675862298853,0.0,-877172568.7866383,ok
12770.0,99998917890.43379,383098618.0922753,0.0,-169.4768205505833,29999.675354045212,0.0,-877172568.7866381,ok
12780.0,99998916195.00201,383398614.84327286,0.0,-169.60953533411924,29999.674845393405,0.0,-877172568.7866379,ok
12790.0,99998914498.24309,383698611.5891819,0.0,-169.74225011757798,29999.67433634343,0.0,-877172568.7866379,ok
12800.0,99998912800.15701,383998608.32999843,0.0,-169.87496490095947,29999.673826895287,0.0,-877172568.786638,ok
12810.0,99998911100.74379,384298605.0657185,0.0,-170.00767968426365,29999.673317048975,0.0,-877172568.7866383,ok
12820.0,99998909400.00342,384598601.7963381,0.0,-170.14039446749044,29999.672806804498,0.0,-877172568.7866381,ok
12830.0,99998907697.9359,384898598.52185327,0.0,-170.2731092506398,29999.672296161854,0.0,-877172568.786638,ok
12840.0,99998905994.54123,385198595.24226004,0.0,-170.40582403371167,29999.67178512104,0.0,-877172568.7866381,ok
12850.0,99998904289.81941,385498591.9575544,0.0,-170.53853881670597,29999.671273682063,0.0,-877172568.786638,ok
12860.0,99998902583.77045,385798588.66773236,0.0,-170.67125359962264,29999.670761844915,0.0,-877172568.7866383,ok
12870.0,99998900876.39433,386098585.37279,0.0,-170.80396838246165,29999.6702496096,0.0,-877172568.786638,ok
12880.0,99998899167.69107,386398582.0727232,0.0,-170.93668316522292,29999.669736976117,0.0,-877172568.7866383,ok
12890.0,99998897457.66066,386698578.7675281,0.0,-171.06939794790637,29999.669223944467,0.0,-877172568.7866385,ok
12900.0,99998895746.3031,386998575.45720077,0.0,-171.20211273051197,29999.668710514652,0.0,-877172568.7866385,ok
12910.0,99998894033.6184,387298572.1417371,0.0,-171.33482751303964,29999.668196686667,0.0,-877172568.7866387,ok
12920.0,99998892319.60654,387598568.8211332,0.0,-171.46754229548932,29999.667682460517,0.0,-877172568.7866386,ok
12930.0,99998890604.26755,387898565.495385,0.0,-171.60025707786096,29999.667167836196,0.0,-877172568.7866383,ok
12940.0,99998888887.60141,388198562.16448855,0.0,-171.7329718601545,29999.66665281371,0.0,-877172568.7866383,ok
12950.0,99998887169.60812,388498558.8284399,0.0,-171.86568664236987,29999.666137393055,0.0,-877172568.7866383,ok
12960.0,99998885450.28769,388798555.48723507,0.0,-171.99840142450702,29999.665621574233,0.0,-877172568.7866384,ok
12970.0,99998883729.6401,389098552.14087003,0.0,-172.1311162065659,29999.665105357242,0.0,-877172568.7866381,ok
12980.0,99998882007.66537,389398548.78934085,0.0,-172.26383098854643,29999.664588742085,0.0,-877172568.7866383,ok
12990.0,99998880284.3635,389698545.43264353,0.0,-172.39654577044854,29999.66407172876,0.0,-877172568.786638,ok
13000.0,99998878559.73447,389998542.0707741,0.0,-172.5292605522722,29999.663554317267,0.0,-877172568.7866378,ok
13010.0,99998876833.77829,390298538.70372856,0.0,-172.66197533401734,29999.663036507605,0.0,-877172568.786638,ok
13020.0,99998875106.49496,390598535.3315029,0.0,-172.7946901156839,29999.662518299778,0.0,-877172568.786638,ok
13030.0,99998873377.88449,390898531.9540932,0.0,-172.92740489727177,29999.66199969378,0.0,-877172568.7866381,ok
13040.0,99998871647.94687,391198528.5714955,0.0,-173.06011967878095,29999.661480689618,0.0,-877172568.7866379,ok
13050.0,99998869916.6821,391498525.1837057,0.0,-173.19283446021137,29999.660961287285,0.0,-877172568.7866383,ok
13060.0,99998868184.09018,391798521.79071987,0.0,-173.32554924156295,29999.660441486787,0.0,-877172568.7866381,ok
13070.0,99998866450.17111,392098518.3925341,0.0,-173.45826402283566,29999.65992128812,0.0,-877172568.7866379,ok
13080.0,99998864714.9249,392398514.9891443,0.0,-173.59097880402942,29999.659400691286,0.0,-877172568.7866381,ok
13090.0,99998862978.35153,392698511.5805466,0.0,-173.72369358514416,29999.658879696282,0.0,-877172568.786638,ok
13100.0,99998861240.45102,392998508.16673696,0.0,-173.85640836617983,29999.658358303113,0.0,-877172568.7866381,ok
13110.0,99998859501.22336,393298504.74771136,0.0,-173.98912314713638,29999.657836511775,0.0,-877172568.7866381,ok
13120.0,99998857760.66855,393598501.3234659,0.0,-174.12183792801372,29999.65731432227,0.0,-877172568.7866385,ok
13130.0,99998856018.78659,393898497.8939965,0.0,-174.25455270881181,29999.656791734596,0.0,-877172568.7866383,ok
13140.0,99998854275.57748,394198494.4592992,0.0,-174.3872674895306,29999.656268748757,0.0,-877172568.7866385,ok
13150.0,99998852531.04123,394498491.0193701,0.0,-174.51998227017,29999.655745364747,0.0,-877172568.7866387,ok
13160.0,99998850785.17783,394798487.57420516,0.0,-174.65269705072998,29999.655221582572,0.0,-877172568.7866385,ok
13170.0,99998849037.98727,395098484.1238004,0.0,-174.78541183121047,29999.654697402228,0.0,-877172568.7866389,ok
13180.0,99998847289.46959,395398480.66815186,0.0,-174.9181266116114,29999.654172823717,0.0,-877172568.7866385,ok
13190.0,99998845539.62476,395698477.20725554,0.0,-175.05084139193272,29999.653647847037,0.0,-877172568.7866385,ok
13200.0,99998843788.45277,395998473.74110746,0.0,-175.18355617217438,29999.65312247219,0.0,-877172568.7866381,ok
13210.0,99998842035.95364,396298470.2697036,0.0,-175.31627095233628,29999.652596699176,0.0,-877172568.7866383,ok
13220.0,99998840282.12737,396598466.7930401,0.0,-175.4489857324184,29999.65207052799,0.0,-877172568.7866385,ok
13230.0,99998838526.97394,396898463.3111129,0.0,-175.58170051242067,29999.65154395864,0.0,-877172568.7866383,ok
13240.0,99998836770.49336,397198459.823918,0.0,-175.714415292343,29999.65101699112,0.0,-877172568.7866381,ok
13250.0,99998835012.68564,397498456.3314514,0.0,-175.84713007218537,29999.650489625434,0.0,-877172568.786638,ok
13260.0,99998833253.55077,397798452.8337092,0.0,-175.9798448519477,29999.649961861578,0.0,-877172568.7866383,ok
13270.0,99998831493.08875,398098449.33068734,0.0,-176.11255963162992,29999.649433699557,0.0,-877172568.7866383,ok
13280.0,99998829731.29958,398398445.82238185,0.0,-176.245274411232,29999.648905139366,0.0,-877172568.7866381,ok
13290.0,99998827968.18326,398698442.3087888,0.0,-176.37798919075385,29999.648376181005,0.0,-877172568.786638,ok
13300.0,99998826203.73979,398998438.7899041,0.0,-176.51070397019544,29999.64784682448,0.0,-877172568.786638,ok
13310.0,99998824437.96918,399298435.26572394,0.0,-176.64341874955667,29999.647317069783,0.0,-877172568.7866384,ok
13320.0,99998822670.87141,399598431.7362442,0.0,-176.7761335288375,29999.64678691692,0.0,-877172568.7866383,ok
13330.0,99998820902.4465,399898428.20146096,0.0,-176.90884830803788,29999.64625636589,0.0,-877172568.7866381,ok
13340.0,99998819132.69444,400198424.6613702,0.0,-177.04156308715773,29999.64572541669,0.0,-877172568.7866384,ok
13350.0,99998817361.61523,400498421.115968,0.0,-177.174277866197,29999.645194069322,0.0,-877172568.7866385,ok
13360.0,99998815589.20888,400798417.5652503,0.0,-177.30699264515565,29999.644662323786,0.0,-877172568.7866383,ok
13370.0,99998813815.47537,401098414.00921315,0.0,-177.43970742403357,29999.644130180084,0.0,-877172568.7866385,ok
13380.0,99998812040.41472,401398410.44785255,0.0,-177.57242220283072,29999.643597638213,0.0,-877172568.7866387,ok
13390.0,99998810264.02692,401698406.88116455,0.0,-177.70513698154707,29999.64306469817,0.0,-877172568.7866385,ok
13400.0,99998808486.31197,401998403.30914515,0.0,-177.83785176018253,29999.642531359965,0.0,-877172568.7866386,ok
13410.0,99998806707.26987,402298399.7317904,0.0,-177.97056653873705,29999.64199762359,0.0,-877172568.7866387,ok
13420.0,99998804926.90063,402598396.1490963,0.0,-178.10328131721056,29999.641463489043,0.0,-877172568.7866386,ok
